imname	RA	DEC	EXPTIME
Q45F1V1	14:41:32	-15:21:01	40
Q45F2V1	14:41:30	-17:19:25	40
Q45F3V1	14:48:13	-18:18:37	40
Q45F4V1	14:48:10	-16:20:13	40
Q45F1V2	14:41:32	-15:21:01	40
Q45F2V2	14:41:30	-17:19:25	40
Q45F3V2	14:48:13	-18:18:37	40
Q45F4V2	14:48:10	-16:20:13	40
Q45F1V3	14:41:32	-15:21:01	40
Q45F2V3	14:41:30	-17:19:25	40
Q45F3V3	14:48:13	-18:18:37	40
Q45F4V3	14:48:10	-16:20:13	40
Q45F1V4	14:41:32	-15:21:01	40
Q45F2V4	14:41:30	-17:19:25	40
Q45F3V4	14:48:13	-18:18:37	40
Q45F4V4	14:48:10	-16:20:13	40
Q45F1V5	14:41:32	-15:21:01	40
Q45F2V5	14:41:30	-17:19:25	40
Q45F3V5	14:48:13	-18:18:37	40
Q45F4V5	14:48:10	-16:20:13	40
SLEW_QX_QY	14:48:10	-16:20:13	60
