imname	RA	DEC	EXPTIME
Q95F1V1	15:20:28	-11:26:1	40
Q95F4V1	15:20:26	-13:24:3	40
Q95F3V1	15:27:01	-14:23:4	40
Q95F2V1	15:26:59	-12:25:2	40
Q95F1V2	15:20:28	-11:26:1	40
Q95F4V2	15:20:26	-13:24:3	40
Q95F3V2	15:27:01	-14:23:4	40
Q95F2V2	15:26:59	-12:25:2	40
Q95F1V3	15:20:28	-11:26:1	40
Q95F4V3	15:20:26	-13:24:3	40
Q95F3V3	15:27:01	-14:23:4	40
Q95F2V3	15:26:59	-12:25:2	40
Q95F1V4	15:20:28	-11:26:1	40
Q95F4V4	15:20:26	-13:24:3	40
Q95F3V4	15:27:01	-14:23:4	40
Q95F2V4	15:26:59	-12:25:2	40
Q95F1V5	15:20:28	-11:26:1	40
Q95F4V5	15:20:26	-13:24:3	40
Q95F3V5	15:27:01	-14:23:4	40
Q95F2V5	15:26:59	-12:25:2	40
SLEW_QX_QY	15:26:59	-12:25:2	60
