imname	RA	DEC	EXPTIME
Q30F1V1	13:43:31	-31:02:13	40
Q30F2V1	13:43:27	-32:60:37	40
Q30F3V1	13:51:06	-33:59:49	40
Q30F4V1	13:51:01	-32:01:25	40
Q30F1V2	13:43:31	-31:02:13	40
Q30F2V2	13:43:27	-32:60:37	40
Q30F3V2	13:51:06	-33:59:49	40
Q30F4V2	13:51:01	-32:01:25	40
Q30F1V3	13:43:31	-31:02:13	40
Q30F2V3	13:43:27	-32:60:37	40
Q30F3V3	13:51:06	-33:59:49	40
Q30F4V3	13:51:01	-32:01:25	40
Q30F1V4	13:43:31	-31:02:13	40
Q30F2V4	13:43:27	-32:60:37	40
Q30F3V4	13:51:06	-33:59:49	40
Q30F4V4	13:51:01	-32:01:25	40
Q30F1V5	13:43:31	-31:02:13	40
Q30F2V5	13:43:27	-32:60:37	40
Q30F3V5	13:51:06	-33:59:49	40
Q30F4V5	13:51:01	-32:01:25	40
SLEW_QX_QY	13:51:01	-32:01:25	60
