imname	RA	DEC	EXPTIME
Q85F1V1	15:07:24	-11:26:1	40
Q85F4V1	15:07:22	-13:24:3	40
Q85F3V1	15:13:57	-14:23:4	40
Q85F2V1	15:13:55	-12:25:2	40
Q85F1V2	15:07:24	-11:26:1	40
Q85F4V2	15:07:22	-13:24:3	40
Q85F3V2	15:13:57	-14:23:4	40
Q85F2V2	15:13:55	-12:25:2	40
Q85F1V3	15:07:24	-11:26:1	40
Q85F4V3	15:07:22	-13:24:3	40
Q85F3V3	15:13:57	-14:23:4	40
Q85F2V3	15:13:55	-12:25:2	40
Q85F1V4	15:07:24	-11:26:1	40
Q85F4V4	15:07:22	-13:24:3	40
Q85F3V4	15:13:57	-14:23:4	40
Q85F2V4	15:13:55	-12:25:2	40
Q85F1V5	15:07:24	-11:26:1	40
Q85F4V5	15:07:22	-13:24:3	40
Q85F3V5	15:13:57	-14:23:4	40
Q85F2V5	15:13:55	-12:25:2	40
SLEW_QX_QY	15:13:55	-12:25:2	60
