imname	RA	DEC	EXPTIME
S25F1V1	14:29:20	-25:19:59	40
S25F4V1	14:29:17	-27:16:23	40
S25F3V1	14:36:30	-28:15:35	40
S25F2V1	14:36:26	-26:17:11	40
S25F1V2	14:29:20	-25:19:59	40
S25F4V2	14:29:17	-27:16:23	40
S25F3V2	14:36:30	-28:15:35	40
S25F2V2	14:36:26	-26:17:11	40
S25F1V3	14:29:20	-25:19:59	40
S25F4V3	14:29:17	-27:16:23	40
S25F3V3	14:36:30	-28:15:35	40
S25F2V3	14:36:26	-26:17:11	40
S25F1V4	14:29:20	-25:19:59	40
S25F4V4	14:29:17	-27:16:23	40
S25F3V4	14:36:30	-28:15:35	40
S25F2V4	14:36:26	-26:17:11	40
S25F1V5	14:29:20	-25:19:59	40
S25F4V5	14:29:17	-27:16:23	40
S25F3V5	14:36:30	-28:15:35	40
S25F2V5	14:36:26	-26:17:11	40
SLEW_QX_QY	14:36:26	-26:17:11	60
