imname	RA	DEC	EXPTIME
Q12F1V1	22:20:45	-15:32:1	40
Q12F4V1	22:20:43	-17:30:3	40
Q12F3V1	22:27:26	-18:29:4	40
Q12F2V1	22:27:24	-16:31:2	40
Q12F1V2	22:20:45	-15:32:1	40
Q12F4V2	22:20:43	-17:30:3	40
Q12F3V2	22:27:26	-18:29:4	40
Q12F2V2	22:27:24	-16:31:2	40
Q12F1V3	22:20:45	-15:32:1	40
Q12F4V3	22:20:43	-17:30:3	40
Q12F3V3	22:27:26	-18:29:4	40
Q12F2V3	22:27:24	-16:31:2	40
Q12F1V4	22:20:45	-15:32:1	40
Q12F4V4	22:20:43	-17:30:3	40
Q12F3V4	22:27:26	-18:29:4	40
Q12F2V4	22:27:24	-16:31:2	40
Q12F1V5	22:20:45	-15:32:1	40
Q12F4V5	22:20:43	-17:30:3	40
Q12F3V5	22:27:26	-18:29:4	40
Q12F2V5	22:27:24	-16:31:2	40
SLEW_QX_QY	22:27:24	-16:31:2	60
