imname	RA	DEC	EXPTIME
Q15F1V1	22:33:46	-11:37:2	40
Q15F4V1	22:33:45	-13:35:4	40
Q15F3V1	22:40:20	-14:34:5	40
Q15F2V1	22:40:18	-12:36:3	40
Q15F1V2	22:33:46	-11:37:2	40
Q15F4V2	22:33:45	-13:35:4	40
Q15F3V2	22:40:20	-14:34:5	40
Q15F2V2	22:40:18	-12:36:3	40
Q15F1V3	22:33:46	-11:37:2	40
Q15F4V3	22:33:45	-13:35:4	40
Q15F3V3	22:40:20	-14:34:5	40
Q15F2V3	22:40:18	-12:36:3	40
Q15F1V4	22:33:46	-11:37:2	40
Q15F4V4	22:33:45	-13:35:4	40
Q15F3V4	22:40:20	-14:34:5	40
Q15F2V4	22:40:18	-12:36:3	40
Q15F1V5	22:33:46	-11:37:2	40
Q15F4V5	22:33:45	-13:35:4	40
Q15F3V5	22:40:20	-14:34:5	40
Q15F2V5	22:40:18	-12:36:3	40
SLEW_QX_QY	22:40:18	-12:36:3	60
